0	1	0.46360488254234195
1	0	0.4658019800228014
0	3	0.4677656190449931
0	1	0.46959559955605823
0	3	0.4715463683453776
1	0	0.47384906773050484
1	0	0.4763818974047217
1	0	0.4788415459749702
0	1	0.48099075533602864
1	0	0.48354508166473936
0	3	0.4866491373655357
0	1	0.4895423242470377
0	4	0.49281986033518127
0	1	0.4968505495268733
1	0	0.500157722860828
0	1	0.5037353153507448
1	0	0.5078173810060348
0	1	0.5117718454840808
0	1	0.5162929768378969
1	0	0.5203214518048851
1	0	0.524586425557141
1	0	0.5301106976170763
0	1	0.5357906564520521
0	3	0.5410464874431539
0	1	0.5485873168062975
1	0	0.5558089832366279
0	1	0.5668567592804988
0	1	0.5775719018184963
0	3	0.5875107322556364
1	0	0.6023733917323806
0	1	0.621029304896216
1	0	0.6449466918652705
0	1	0.6753972688891412
1	0	0.7300475494844914
0	1	0.8145917797864038
1	0	0.9870054486193065
